Cidade,Categoria,Nome,Rating,Endereço,Tipos,Latitude_Nova,Longitude_Nova,Total_Reviews_Novo
Valongo,lodging,Motel Avenue Valongo,4.5,"R. Regedor José Diogo nº 211, 4440-818 Valongo, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Porto Natura Loft,4.7,"R. do Túmulo 210, 4440-628 Valongo, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Porto Natura House,4.7,"R. da Suavinha 120, 4440-572 Valongo, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Hotel Portas De Santa Rita,4.0,"Av. Eng. Duarte Pacheco 2185, 4445-416 Ermesinde, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Alojamento local,4.1,"R. Chaves de Oliveira 130, 4350-302 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Douro Green Villa,1.0,"R. Pintor Júlio Resende 132, 4420-534 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,安泰威乐旅馆,3.5,"R. da Vigorosa 736, 4200-523 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Residencial Dona Teresa,4.2,"N107 N.º 745, 4425-138 Maia, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Quiet View Rooms,4.4,"R. Assis Vaz 35, 4200-096 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,TwentyOne Motel,4.4,"R. Azenha Cima 11, 4420-036 Gondomar, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,O2 Hostel,4.3,"R. de Ferreira Cardoso 66, 4300-096 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,O´LOPO,5.0,"R. Dom Lopo de Almeida 10, 4300-304 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Oporto Guesthouse Ermesinde,4.6,"R. José Joaquim Ribeiro Teles 1205, 4445-485 Ermesinde, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Owls Hostel Ildefonso,4.2,"R. de Santo Ildefonso 467, 4000-472 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Vikap Guest House,4.5,"Av. de Fernão de Magalhães 1540, 4300-030 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Hostel & cia,4.3,"R. Vasques de Mesquita 92, 4350-337 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Flag Hotel,3.2,"Área de Serviços Águas Santas A4 Sentido, 4445-547 Águas Santas, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Sinos Rio Tinto,4.8,"R. Dr. Guilherme Cirne 96, 4435-215 Rio Tinto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Oporto Cozy Rooms,2.5,"R. Aires de Ornelas 255, 4000-022 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Casa dragão,3.6,"R. Chaves de Oliveira 130, 4350-302 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Chalé Confort Hotel,4.3,"R. Central de Vandoma 554, 4585-766 Vandoma, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Hotel Love,3.3,"187, Av. de Fernão de Magalhães 60, Bonfim, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Areias do Douro - Guest House,4.9,"R. das Areias 726, 4435-441 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Residencial Dom Duarte I,3.3,"Av. de Rodrigues de Freitas 89, 4000-420 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Ndussole Guest House,3.8,"R. de Pinto Bessa 188, 4300-430 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Residencial Bela Star,2.8,"Rua da Alegria 642, 4000-037 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Aparthotel Oporto Alves da Veiga,4.5,"R. Dr. Alves da Veiga 65, 4000-073 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,MEU HOTEL Porto Gandra,4.5,"R. Central da Gandra 1460, 4585-116 Gandra, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Portuense Alojamiento Local,4.2,"R. Cmte. Rodolfo de Araújo 80, 4000-414 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,GUEST HOUSE ESTRELA,3.5,"R. de Ferreira Cardoso 24, 4300-197 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Garden in Town Hostel,4.0,"Região Norte, Rua da Alegria 1000, 4000-040 Porto, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Goldnature,4.9,"R. da Aldeia de São Miguel 370, S. Cosme, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Quinta do Alves - Turismo Rural,4.6,"R. do Fundo da Vila 198, 4595-044 Arreigada, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Palatium,4.5,"R. Estr. Nacional 108, 4300-316 Porto, Portugal","restaurant, food, point_of_interest, establishment",,,
Valongo,lodging,SOLAR PIEDADE - Our Lady of Mercy Villa,4.5,"R. Nossa Sra. Piedade nº 200, 4445-150 Alfena, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,"Oliveira's Dream - Stay Good, Feel Good",5.0,"R. Padre Américo 66, 4425-159 Águas Santas, Portugal","lodging, point_of_interest, establishment",,,
Valongo,lodging,Lindo Vale House,4.6,"R. do Lindo Vale 500, 4200-251 Porto, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante o Cangalho,4.6,"R. do Cais das Lavandeiras 28, 4480-789 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Cais Da Vila,4.6,"R. do Cais das Lavandeiras N*42, 4480-789 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Adega Da Vila,4.5,"R. Comendador António Fernandes da Costa 57, 4480-740 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Os Eusébios,4.5,"Av. Dr. Carlos Pinto Ferreira 208, 4480-665 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Praia Mar,4.5,"Av. Infante Dom Henrique 58, 4480-000 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Repúblika,4.5,"Praça da República 83, 4480-715 Vila do Conde, Portugal","food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Rio by Paulo André,4.9,"Praça da República 8, 4480-715 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Garfo Torto,4.5,"Avenida Marquês Sá da Bandeira, 4480-916 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Romando Sushi Caffe,4.5,"R. do Cais das Lavandeiras 15, 4480-789 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Farol Vila do Conde,4.0,"Av. do Brasil Nº 992, 4480-659 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Concerto,4.9,"Av. Júlio Graça 570, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Grill Oven - Indian restaurant and steakhouse,4.9,"R. 5 de Outubro 2036, 4480-739 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Villazur - Restaurant & Tapas,4.4,"R. da Junqueira 325, 4480-156 Azurara, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Relíquia,4.6,"R. de São Bento 87, 4480-781 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Praça Velha,4.5,"Largo Antero de Quental 33, 4480-701 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Adega do Testas,4.4,"R. Comendador António Fernandes da Costa 63, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Romando,4.6,"R. N 2 222, 4480-068 Árvore, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Forcada Restaurante,4.3,"Av. Infante Dom Henrique 26, 4480-670 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Le Villageois Restaurante,4.4,"Praça da República 94/95, 4480-754 Vila do Conde, Portugal","restaurant, food, bar, point_of_interest, establishment",,,
Vila do Conde,restaurant,Ferruccio Ristorante,4.6,"R. do Bombeiro 55, 4480-788 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,O Mestre,4.3,"Praça José Régio 113, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Bastardos Restaurante,4.8,"Largo da Roda 21, 4480-703 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Recanto Do Luís,4.2,"R. de São Bartolomeu 23, 4480-848 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Adega do Monte,4.2,"R. das Donas 2, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante A Canoa,4.4,"Av. Infante Dom Henrique 270, 4480-670 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Dona Maria - Restaurante,4.6,"R. Nossa Sra. da Bonança 66, 4480-826 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,O Anzol Restaurante,4.6,"Av. Cmte. Coutinho Lanhoso 748, 4480-662 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,O Pisco Comes e Bebes,4.5,"R. 5 de Outubro 280, 4480-643 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Salitre,4.7,"Av. dos Banhos 10, 4485-691 Vila Chã, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Posta Do Conde (vila Do Conde),4.5,"Av. Júlio Graça 160, 4480-672 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,A Badalhoca Do Fredo,4.4,"R. de São Bento 29, 4480-759 Vila do Conde, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Bifeiros,4.2,"R. da Igreja 12, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Portuguesia,4.4,"R. do Lidador 128, 4480-791 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,DARZ! Hamburgueria Artesanal,4.8,"Largo de Dr. Cunha Reis 68, 4480-712 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Pólis Parque - Café Restaurante,4.6,"4480-723 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,O Legado,4.4,"Av. do Brasil 662, 4480-659 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Quinta da Peneda,4.6,"Tv. de Vila Verde 217A 4480, 4480-522 Touguinhó, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Restaurante Alfândega,4.2,"Largo da Alfândega 89, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,Camada Vila do Conde,4.5,"Praça da República 39 40, 4480-715 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,restaurant,São João,4.4,"Av. do Brasil 582, 4480-659 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,museum,Nau Quinhentista,4.6,"4480-702 Vila do Conde, Portugal","museum, point_of_interest, establishment",,,
Vila do Conde,museum,Alfândega Régia de Vila do Conde,4.6,"Rua Cais da Alfândega, 4480-702 Vila do Conde, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,museum,Museu das Rendas de Bilros,4.6,"R. de São Bento 70, 4480-781 Vila do Conde, Portugal","tourist_attraction, museum, point_of_interest, establishment",,,
Vila do Conde,museum,José Régio House,4.5,"Av. Mouzinho de Albuquerque, 4480-671 Vila do Conde, Portugal","museum, point_of_interest, establishment",,,
Vila do Conde,museum,Casa do Barco - Loja de Turismo Interativa de Vila Do Conde,4.4,"R. do Cais das Lavandeiras 48, 4480-754 Vila do Conde, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,museum,Nau de Vila do Conde,4.6,"Largo da Alfândega 11, 4480-754 Vila do Conde, Portugal","museum, point_of_interest, establishment",,,
Vila do Conde,museum,Núcleo Museológico de Vilar da Fundação PT,,"Largo de São Sebastião, 4480-706 Vila do Conde, Portugal","museum, point_of_interest, establishment",,,
Vila do Conde,hotel,B&B Hotels,4.3,"R. 5 de Outubro 1024, 4480-700 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Villa C Boutique Hotel,4.4,"Av. Mouzinho de Albuquerque, s/n, Estrada Nacional 13, 4480-151 Vila do Conde, Portugal","spa, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,The Lince Santa Clara Historic Hotel,4.9,"Largo Dom Afonso Sanches, 4480-754 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Casa do Rio charm suites,4.4,"Praça da República 9, 4480-715 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,HI Vila do Conde - Pousada de Juventude,4.6,"Av. Bento de Freitas 460, 4480-672 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Venceslau Wine Boutique Hotel,4.5,"R. das Mós 13, 4480-754 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Autor GuestHouse,4.7,"R. do Lidador nº225, 4480-791 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Santana Hotel & Spa,3.9,"Monte Santana, 4480-188 Azurara, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Hotel Brazão,4.3,"Av. Dr. João Canavarro 7, 4480-688 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Hotel Costa Verde,4.5,"Av. Vasco da Gama 56, 4490-410 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Forte de São João Baptista de Vila do Conde,4.4,"Av. do Brasil 4480, 4480-659 Vila do Conde, Portugal","restaurant, food, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Orbitur - Angeiras,3.9,"R. Angeiras, 4455-039 Lavra, Portugal","campground, park, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Grande Hotel da Póvoa,4.2,"Passeio Alegre 20, 4490-428 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Hospedagem - Alojamento Local - Guest House - Hotel,5.0,"R. Pereira Azurar 3 2 esquerdo, 4490-543 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Metro Vilar Suites - AL,4.1,"R. Manuel Francisco da Silva 1042, 4485-850 Vilar do Pinheiro, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Rendilheira Boutique Hotel,4.4,"Praça da República n2, 4480-715 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Naval Guest House,4.4,"R. do Cais das Lavandeiras 39, 4480-789 Vila do Conde, Portugal","restaurant, food, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Residencial Princesa do Ave,4.3,"R. Dr. António José Sousa Pereira 395 261, 4480-807 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,São Félix Hotel Hillside and Nature,4.6,"R. de São Félix 1125, 4570-345 Laundos, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Hotel Axis Vermar Conference & Beach Hotel,4.1,"R. da Imprensa Regional 90, 4490-518 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Villa Regio - alojamento local,4.3,"R. de Santo Amaro 26, 4480-780 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,"A casa da estrela, albergue Caminho de Santiago",5.0,"R. das Póvoas 25, 4485-109 Fajozes, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Parque de Campismo de Vila do Conde,4.3,"R. do Cabreiro, 4480-116 Árvore, Portugal","campground, park, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Villa d'Arcos,4.5,"R. da Alegria 38, 4480-014 Arcos, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Host Wise Arvore,4.5,"Av. Cel. Aires Martins 530, 4480-000 Árvore, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Casa Mindela,4.7,"Tv. Joudina 265, Gião, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,HOTEL PUMA,4.0,"R. Cruz das Guardeiras nº776, 4470-593 Moreira, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,São João,4.4,"Av. do Brasil 582, 4480-659 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,hotel,Guest House EÇA AGORA!,5.0,"R. da Costa 75, 4480-746 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Quinta São Miguel de Arcos,4.6,"R. da Igreja 209, 4480-018 Arcos, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Laranjal Guesthouse,5.0,"Largo do Laranjal 17, 4480-707 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Lidador 116,4.6,"R. do Lidador 116, 4480-791 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Parque de Campismo de Vila Cha,4.2,"R. do Sol 150, 4485-722 Vila Chã, Portugal","campground, park, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Hotel Avenida,4.3,"Av. Mouzinho de Albuquerque 54, 4490-409 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Conde Surf Camp,5.0,"Av. Sacadura Cabral 265, 4480-675 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Casa dos Caminhos de Santiago de Compostela,4.8,"R. de Trás 480, 4485-930 Mosteiró, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,rua de sao bento 123,4.7,"123 Rua de São Bento Região Norte PT, R. do Cais das Lavandeiras N 40, 4480-789 Vila do Conde, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Kampaoh Praia de Angeiras,4.2,"R. Angeiras, 4455-039 Lavra, Portugal","campground, park, lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Rêve D'Or,4.2,"Praça Marquês de Pombal 18, 4490-442 Póvoa de Varzim, Portugal","lodging, point_of_interest, establishment",,,
Vila do Conde,hotel,Casas do Commendador,5.0,"Av. Manuel Ferreira da Costa 167, 4480-510 Touguinha, Portugal","point_of_interest, establishment",,,
Vila do Conde,bar,Encanas´97 Bar,4.6,"Praça da República 38, 4480-000 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Vintage Rio,4.8,"Praça da República 49, 4480-715 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Ponto 42 - Social Club,4.9,"Praça da República 42, 4480-754 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Bacchus Wine bar,4.6,"Praça José Régio 70, 4480-718 Vila do Conde, Portugal","bar, food, point_of_interest, establishment",,,
Vila do Conde,bar,Boémia Bar,4.5,"Praça José Régio 133, 4480-718 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Marrakech BAR,4.3,"R. Almeida Garrett 289, 4480-725 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Goya Gastropub,4.8,"R. da Independência de Guiné 113, 4480-755 Vila do Conde, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Bar CCO Novo,4.6,"Av. da Liberdade, Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,A Prainha Bar Esplanada,4.7,"Av. Infante Dom Henrique, 4480-670 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Aloha - Plastic Summer Season,4.2,"Via Pedonal Manuel De Barros, Vila Do Conde, Porto, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Orien Shisha Lounge,4.6,"R. Almeida Garrett 265, 4480-725 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Bar Pôr do Sol,4.3,"Marginal Atllântica, Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Boato,4.3,"Praça da República, 4480-754 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Café Luanabar,4.5,"Av. Infante Dom Henrique 96, 4480-870 Vila do Conde, Portugal","cafe, food, point_of_interest, establishment",,,
Vila do Conde,bar,Cafe Lux,4.3,"Av. Dr. Carlos Pinto Ferreira 193, 4480-665 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Bar da Praça,4.1,"Alameda dos Descobrimentos, 4480-754 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Casa Da Praça,4.4,"Praça José Régio 124, 4480-718 Vila do Conde, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Cafe Latino,4.1,"R. da Alegria 164, 4480-743 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Spasso-caffe,4.4,"Praça José Régio 114, 4480-754 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,B'ART,5.0,"Mercado Municipal de, loja 20, 4480-722 Vila do Conde, Portugal","bar, cafe, store, food, point_of_interest, establishment",,,
Vila do Conde,bar,DrinkAway,5.0,"R. José Afonso 7 Loja F, 4480-822 Vila do Conde, Portugal","bar, cafe, store, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Carisma Caffé,4.3,"Av. Infante Dom Henrique 706, 4480-670 Vila do Conde, Portugal","cafe, food, point_of_interest, establishment",,,
Vila do Conde,bar,Café Pacheco's,4.0,"Av. Bernardino Machado 332, 4480-657 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,A Badalhoca Do Fredo,4.4,"R. de São Bento 29, 4480-759 Vila do Conde, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Toca do Rato,5.0,"Av. Dr. António Bento Martins Júnior 445, 4480-915 Vila do Conde, Portugal","bar, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Maré Alta - CAXINAS,5.0,"R. dos Girassóis 94, 4480-792 Vila do Conde, Portugal","bar, cafe, store, food, point_of_interest, establishment",,,
Vila do Conde,bar,Saura cool,4.4,"4480-671 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Onda Verde,4.5,"R. de Vila Amor 50, 4480-750 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Cafeteira da Vila,4.6,"R. Bartolomeu Dias 156, 4480-754 Vila do Conde, Portugal","cafe, meal_takeaway, store, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Restaurante Repúblika,4.5,"Praça da República 83, 4480-715 Vila do Conde, Portugal","food, point_of_interest, establishment",,,
Vila do Conde,bar,Restaurante Adega Da Vila,4.5,"R. Comendador António Fernandes da Costa 57, 4480-740 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Bar Dosa Mar,4.0,"4480-759 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Restaurante o Cangalho,4.6,"R. do Cais das Lavandeiras 28, 4480-789 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,VILA SnackBar,4.2,"R. Bartolomeu Dias 170, 4480-828 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Açude Bar,5.0,"Monte, 4480-188 Azurara, Portugal","meal_takeaway, bar, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Garfo Torto,4.5,"Avenida Marquês Sá da Bandeira, 4480-916 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
Vila do Conde,bar,Bar Senhor dos Navegantes,3.6,"41.363336087913005, -8.760084222349438, 4480-670 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Aloha Restaurante,4.2,"Av. Manuel Barros, 4480-659 Vila do Conde, Portugal","restaurant, bakery, bar, store, food, point_of_interest, establishment",,,
Vila do Conde,bar,Iate,4.5,"R. Bartolomeu Dias 180, 4485-482 Mindelo, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,bar,Bar Praia da Gula,4.6,"41.363336087913005, -8.760084222349438, 4480-670 Vila do Conde, Portugal","bar, point_of_interest, establishment",,,
Vila do Conde,tourist_attraction,Parede do Porto de Vila do Conde,5.0,"4480, Portugal Vila do Conde, Portugal","tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,tourist_attraction,Vila do Conde,4.7,"4480-828 Vila do Conde, Portugal","tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,tourist_attraction,Azurara Parque Aventura,4.3,"Rua das Flores Azurara, 4480-190 Vila do Conde, Portugal","park, amusement_park, point_of_interest, establishment",,,
Vila do Conde,tourist_attraction,Farolim do Molhe Norte de Vila do Conde,4.6,"Av. Júlio Graça, 4480-659 Vila do Conde, Portugal","tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,tourist_attraction,Parque Urbano João Paulo II,4.4,"R. Agra Longa 463, 4480-827 Vila do Conde, Portugal","park, tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,tourist_attraction,Azurara,4.6,"Vila do Conde, Portugal","tourist_attraction, point_of_interest, establishment",,,
Vila do Conde,cafe,O Pátio Café,4.8,"Praça Varandas do Ave 106, 4480-655 Vila do Conde, Portugal","cafe, food, point_of_interest, establishment",,,
Vila do Conde,cafe,Cafeteira da Vila,4.6,"R. Bartolomeu Dias 156, 4480-754 Vila do Conde, Portugal","meal_takeaway, cafe, store, restaurant, food, point_of_interest, establishment",,,
Vila do Conde,cafe,Café Parque,4.3,"Av. Júlio Graça, 4480-672 Vila do Conde, Portugal","cafe, food, point_of_interest, establishment",,,
Vila do Conde,cafe,Café Por Do Sol,4.4,"Av. Infante Dom Henrique 798, 4480-670 Vila do Conde, Portugal","cafe, food, point_of_interest, establishment",,,
Vila do Conde,cafe,Café Luanabar,4.5,"Av. Infante Dom Henrique 96, 4480-870 Vila do Conde, Portugal","cafe, food, point_of_interest, establishment",,,
Vila do Conde,cafe,Café Parisien,4.4,"Av. Dr. Carlos Pinto Ferreira 328, 4480-665 Vila do Conde, Portugal","restaurant, food, point_of_interest, establishment",,,
